city,Site,cy,plant_dens,dist,std_dist,pop,area,pop_dens,dwellings,dwell_dens
London,Lo14,0.35,2,4.99,0.287747525,366191,420.57,870.6,153630,365.2899636
London,Lo15,0.285714286,11.8,5.39,0.3125,366191,420.57,870.6,153630,365.2899636
London,Lo16,0.3,6,5.76,0.33539604,366191,420.57,870.6,153630,365.2899636
London,Lo17,0.333333333,15.8,6.15,0.359529703,366191,420.57,870.6,153630,365.2899636
London,Lo18,0.363636364,5.2,6.56,0.38490099,366191,420.57,870.6,153630,365.2899636
London,Lo19,0.222222222,21.8,7.03,0.413985149,366191,420.57,870.6,153630,365.2899636
London,Lo20,0.571428571,6.6,7.4,0.436881188,366191,420.57,870.6,153630,365.2899636
London,Lo21,0.368421053,4.2,7.79,0.461014851,366191,420.57,870.6,153630,365.2899636
London,Lo22,0.08,16,8.31,0.493193069,366191,420.57,870.6,153630,365.2899636
London,Lo23,0.333333333,10,8.52,0.506188119,366191,420.57,870.6,153630,365.2899636
London,Lo24,0.25,0,9.06,0.53960396,366191,420.57,870.6,153630,365.2899636
London,Lo25,0.222222222,7,9.46,0.564356436,366191,420.57,870.6,153630,365.2899636
London,Lo26,0.409090909,3,10.17,0.608292079,366191,420.57,870.6,153630,365.2899636
London,Lo27,0.269230769,13.2,10.65,0.63799505,366191,420.57,870.6,153630,365.2899636
London,Lo28,0.227272727,8.4,11.08,0.66460396,366191,420.57,870.6,153630,365.2899636
London,Lo29,0.52173913,15.4,11.28,0.676980198,366191,420.57,870.6,153630,365.2899636
London,Lo30,0.12,11.4,11.85,0.712252475,366191,420.57,870.6,153630,365.2899636
London,Lo31,0.192307692,0,12.27,0.738242574,366191,420.57,870.6,153630,365.2899636
London,Lo32,0.35,0,12.76,0.768564356,366191,420.57,870.6,153630,365.2899636
London,Lo33,0,12.6,13.02,0.784653465,366191,420.57,870.6,153630,365.2899636
London,Lo34,0.166666667,0,13.37,0.806311881,366191,420.57,870.6,153630,365.2899636
London,Lo35,0.304347826,6.2,13.93,0.840965347,366191,420.57,870.6,153630,365.2899636
London,Lo36,0.285714286,2.4,14.29,0.863242574,366191,420.57,870.6,153630,365.2899636
London,Lo37,0.238095238,3.6,14.7,0.888613861,366191,420.57,870.6,153630,365.2899636
London,Lo38,0.380952381,6.6,15.03,0.909034653,366191,420.57,870.6,153630,365.2899636
London,Lo39,0.08,5.2,15.51,0.938737624,366191,420.57,870.6,153630,365.2899636
London,Lo40,0.227272727,12.8,16.5,1,366191,420.57,870.6,153630,365.2899636
New Tecumseth,NT1,0.192307692,4.8,0.06,0,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT2,0.24,6.4,0.35,0.058585859,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT3,0.285714286,13.8,0.53,0.094949495,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT4,0.217391304,5.4,0.76,0.141414141,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT5,0.227272727,5.4,0.9,0.16969697,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT6,0.541666667,5.8,1.21,0.232323232,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT7,0.35,3.2,1.5,0.290909091,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT8,0.269230769,1.6,1.83,0.357575758,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT9,0.681818182,19,2.1,0.412121212,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT10,0.217391304,3.6,2.38,0.468686869,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT11,0.117647059,2.4,2.56,0.505050505,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT12,0.285714286,2,2.89,0.571717172,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT13,0.272727273,1.8,3.32,0.658585859,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT14,0.217391304,14.2,3.54,0.703030303,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT15,0.24,0,3.81,0.757575758,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT16,0.2,14,4.05,0.806060606,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT17,0.227272727,8,4.37,0.870707071,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT18,0.16,19.4,4.79,0.955555556,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT20,0.363636364,16.2,4.88,0.973737374,30234,274.18,110.3,11312,41.25756802
New Tecumseth,NT19,0.25,10.4,5.01,1,30234,274.18,110.3,11312,41.25756802
Orangeville,Or1,0.1,10.4,0.35,0,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or2,0.368421053,2.4,0.62,0.040723982,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or3,0.428571429,1.4,0.99,0.09653092,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or4,0.476190476,7.4,1.24,0.134238311,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or5,0.45,0,1.53,0.177978884,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or6,0.3,5.8,1.93,0.238310709,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or7,0.25,5.4,2.18,0.2760181,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or8,0.35,4.6,2.48,0.321266968,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or9,0.4,1.2,2.62,0.342383107,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or10,0.2,0.2,2.85,0.377073906,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or11,0.1,0.4,3.07,0.41025641,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or12,0.6,4.2,3.24,0.435897436,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or13,0.619047619,2.4,3.53,0.479638009,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or14,0.6,5.4,3.71,0.50678733,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or15,0.25,12.8,3.86,0.529411765,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or16,0.5,0,4.05,0.558069382,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or17,0.4,8.4,4.39,0.609351433,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or18,0.1,4.6,4.44,0.616892911,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or19,0.25,0,4.62,0.644042232,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or20,0.35,5,4.73,0.660633484,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or21,0.15,17.6,4.85,0.678733032,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or22,0.4,8.4,5.22,0.73453997,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or23,0.55,0,5.23,0.736048265,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or24,0.35,1.4,5.57,0.787330317,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or25,0.4,13,5.8,0.822021116,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or26,0.4,1.4,6.11,0.868778281,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or27,0.5,9.2,6.32,0.900452489,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or28,0.5,0.6,6.47,0.923076923,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or29,0.45,4.4,6.94,0.993966817,27975,15.61,1791.6,10069,645.0352338
Orangeville,Or30,0.166666667,0,6.98,1,27975,15.61,1791.6,10069,645.0352338
Port Hope,PH8,0.4,21.6,0.09,0,12230,279.03,58.1,6552,23.48134609
Port Hope,PH9,0.2,5.2,0.24,0.039893617,12230,279.03,58.1,6552,23.48134609
Port Hope,PH7,0.4,21.2,0.29,0.053191489,12230,279.03,58.1,6552,23.48134609
Port Hope,PH6,0.2,19,0.31,0.058510638,12230,279.03,58.1,6552,23.48134609
Port Hope,PH10,0.3,10.4,0.41,0.085106383,12230,279.03,58.1,6552,23.48134609
Port Hope,PH5,0.1,6.4,0.42,0.087765957,12230,279.03,58.1,6552,23.48134609
Port Hope,PH4,0.1,18.4,0.57,0.127659574,12230,279.03,58.1,6552,23.48134609
Port Hope,PH11,0.45,19.6,0.6,0.135638298,12230,279.03,58.1,6552,23.48134609
Port Hope,PH3,0.4,4.8,0.73,0.170212766,12230,279.03,58.1,6552,23.48134609
Port Hope,PH12,0.2,8.6,0.75,0.175531915,12230,279.03,58.1,6552,23.48134609
Port Hope,PH13,0.15,6.8,0.85,0.20212766,12230,279.03,58.1,6552,23.48134609
Port Hope,PH2,0,9.6,0.99,0.239361702,12230,279.03,58.1,6552,23.48134609
Port Hope,PH1,0.15,10.2,1.06,0.257978723,12230,279.03,58.1,6552,23.48134609
Port Hope,PH14,0.15,20.8,1.1,0.268617021,12230,279.03,58.1,6552,23.48134609
Port Hope,PH15,0.35,1.4,1.29,0.319148936,12230,279.03,58.1,6552,23.48134609
Port Hope,PH16,0.15,23.8,1.66,0.417553191,12230,279.03,58.1,6552,23.48134609
Port Hope,PH17,0.2,7.8,2,0.507978723,12230,279.03,58.1,6552,23.48134609
Port Hope,PH18,0.35,11.2,2.2,0.561170213,12230,279.03,58.1,6552,23.48134609
Port Hope,PH19,0.25,8.6,2.34,0.598404255,12230,279.03,58.1,6552,23.48134609
Port Hope,PH20,0.25,16,2.55,0.654255319,12230,279.03,58.1,6552,23.48134609
Port Hope,PH21,0.25,10.4,3,0.77393617,12230,279.03,58.1,6552,23.48134609
Port Hope,PH22,0.6,23.8,3.13,0.808510638,12230,279.03,58.1,6552,23.48134609
Port Hope,PH23,0.15,22.6,3.33,0.861702128,12230,279.03,58.1,6552,23.48134609
Port Hope,PH24,0.368421053,20,3.54,0.917553191,12230,279.03,58.1,6552,23.48134609
Port Hope,PH25,0.35,14,3.85,1,12230,279.03,58.1,6552,23.48134609
Saint Thomas,ST1,0.217391304,0.6,0.16,0,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST2,0.136363636,15.6,0.29,0.025341131,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST3,0.428571429,7,0.48,0.062378168,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST4,0.416666667,12.2,0.83,0.130604288,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST5,0.523809524,1.2,0.87,0.138401559,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST6,0.375,0,1.06,0.175438596,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST7,0.368421053,0,1.29,0.220272904,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST8,0.333333333,0.6,1.48,0.257309942,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST9,0.434782609,18,1.68,0.296296296,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST10,0.409090909,19.6,1.92,0.343079922,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST11,0.454545455,13.2,2.06,0.37037037,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST12,0.391304348,15.8,2.25,0.407407407,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST13,0.045454545,0.8,2.49,0.454191033,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST14,0.458333333,11.8,2.67,0.489278752,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST15,0.15,10.4,2.89,0.532163743,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST16,0.681818182,10.8,3.07,0.567251462,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST17,0.294117647,15,3.37,0.625730994,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST18,0.157894737,18.6,3.53,0.656920078,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST19,0.35,0.6,3.73,0.695906433,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST20,0.684210526,0,3.91,0.730994152,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST21,0.217391304,11.6,4.09,0.766081871,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST22,0.24,8.2,4.3,0.807017544,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST23,0.454545455,3.6,4.59,0.863547758,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST24,0.476190476,9.8,4.87,0.918128655,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST25,0.19047619,11.8,5.08,0.959064327,41688,35.52,1067,15689,441.6948198
Saint Thomas,ST26,0.208333333,13.2,5.29,1,41688,35.52,1067,15689,441.6948198
Stratford,Sf 3,0.206896552,5,0.18,0,30886,26.95,1146,13330,494.619666
Stratford,Sf 4,0.217391304,11.2,0.22,0.008230453,30886,26.95,1146,13330,494.619666
Stratford,Sf 2,0.15,8.6,0.28,0.020576132,30886,26.95,1146,13330,494.619666
Stratford,Sf 5,0.433333333,24.4,0.34,0.032921811,30886,26.95,1146,13330,494.619666
Stratford,Sf 1,0.545454545,4.8,0.49,0.063786008,30886,26.95,1146,13330,494.619666
Stratford,Sf 6,0.304347826,14.2,0.62,0.090534979,30886,26.95,1146,13330,494.619666
Stratford,Sf 7,0.19047619,0.6,0.88,0.144032922,30886,26.95,1146,13330,494.619666
Stratford,Sf 8,0.310344828,10.8,1.06,0.181069959,30886,26.95,1146,13330,494.619666
Stratford,Sf 9,0.363636364,20.8,1.31,0.232510288,30886,26.95,1146,13330,494.619666
Stratford,Sf 10,0.476190476,22.8,1.58,0.288065844,30886,26.95,1146,13330,494.619666
Stratford,Sf 11,0.4,20,1.82,0.33744856,30886,26.95,1146,13330,494.619666
Stratford,Sf 12,0.48,0.4,1.98,0.37037037,30886,26.95,1146,13330,494.619666
Stratford,Sf 13,0.55,0.2,2.25,0.425925926,30886,26.95,1146,13330,494.619666
Stratford,Sf 14,0.285714286,0,2.5,0.477366255,30886,26.95,1146,13330,494.619666
Stratford,Sf 15,0.269230769,4.6,2.78,0.534979424,30886,26.95,1146,13330,494.619666
Stratford,Sf 16,0.526315789,1.2,2.98,0.576131687,30886,26.95,1146,13330,494.619666
Stratford,Sf 17,0.35,0,3.9,0.765432099,30886,26.95,1146,13330,494.619666
Stratford,Sf 23,0.25,0.8,4.04,0.794238683,30886,26.95,1146,13330,494.619666
Stratford,Sf 22,0.363636364,0,4.1,0.806584362,30886,26.95,1146,13330,494.619666
Stratford,Sf 18,0.16,17.4,4.21,0.829218107,30886,26.95,1146,13330,494.619666
Stratford,Sf 24,0.40625,6.8,4.43,0.874485597,30886,26.95,1146,13330,494.619666
Stratford,Sf 19,0.714285714,0,4.47,0.882716049,30886,26.95,1146,13330,494.619666
Stratford,Sf 25,0.346153846,1.8,4.63,0.91563786,30886,26.95,1146,13330,494.619666
Stratford,Sf 20,0.4,0,4.76,0.942386831,30886,26.95,1146,13330,494.619666
Stratford,Sf 21,0.473684211,0,5.04,1,30886,26.95,1146,13330,494.619666
Waterloo,Wa1,0.3,9.4,0.03,0,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa2,0.2,12.8,0.36,0.039855072,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa3,0.25,14.8,0.6,0.06884058,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa4,0.473684211,8,0.87,0.101449275,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa5,0.15,5,1.18,0.138888889,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa6,0.588235294,0,1.45,0.171497585,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa7,0.3,1.8,1.67,0.198067633,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa8,0.2,5.2,1.87,0.222222222,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa9,0.1,11,2.2,0.262077295,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa10,0.19047619,20,2.37,0.282608696,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa11,0.315789474,21,2.63,0.314009662,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa12,0.25,9,3.06,0.365942029,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa13,0.333333333,8,3.29,0.393719807,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa14,0.2,16,3.63,0.434782609,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa15,0.705882353,5,3.93,0.471014493,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa16,0.25,8.2,4.25,0.509661836,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa17,0.3,12.4,4.42,0.530193237,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa18,0.1,22.2,4.77,0.572463768,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa19,0.25,10.6,5.05,0.606280193,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa20,0.15,10.2,5.27,0.632850242,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa21,0.25,4.8,5.61,0.673913043,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa22,0.111111111,0,5.81,0.698067633,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa23,0.380952381,6.4,6.15,0.739130435,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa24,0.333333333,6.6,6.5,0.781400966,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa25,0.1,9,6.86,0.824879227,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa26,0.5,16.8,7,0.84178744,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa27,0.631578947,6.6,7.32,0.880434783,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa28,0.2,7.6,7.51,0.903381643,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa29,0.095238095,0,7.91,0.951690821,444681,827.43,576.7,191739,231.7283637
Waterloo,Wa30,0.05,11.4,8.31,1,444681,827.43,576.7,191739,231.7283637
Whitchurch-Stouffville,WS1,0.111111111,8,0.03,0,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS2,0.421052632,7,0.25,0.033383915,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS3,0.45,1,0.4,0.056145675,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS4,0.222222222,10.6,0.58,0.083459788,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS5,0.15,9,0.8,0.116843703,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS6,0.3,0,1.1,0.162367223,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS7,0.2,13.4,1.31,0.194233687,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS8,0.35,10.2,1.55,0.230652504,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS9,0.235294118,7.8,1.73,0.257966616,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS10,0.421052632,12,1.97,0.294385432,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS11,0.45,8,2.19,0.327769347,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS12,0.25,1,2.48,0.371775417,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS13,0.35,10.4,2.72,0.408194234,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS14,0.222222222,6.6,2.94,0.441578149,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS15,0.55,24.8,3.27,0.491654021,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS16,0.263157895,15,3.53,0.531107739,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS17,0.5,24.4,4.67,0.704097117,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS18,0.3,22.2,4.92,0.742033384,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS20,0.1,5.2,5.19,0.783004552,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS19,0.315789474,8.6,5.2,0.784522003,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS21,0.1,14.8,5.6,0.84522003,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS22,0.15,7.4,5.79,0.874051593,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS23,0.4,1.6,5.95,0.898330804,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS24,0.473684211,8.2,6.24,0.942336874,37628,206.41,182.3,13045,63.19945739
Whitchurch-Stouffville,WS25,0.444444444,5.4,6.62,1,37628,206.41,182.3,13045,63.19945739
Woodstock,Wo1,0.4,5.4,0.02,0,37754,49,770.5,15694,320.2857143
Woodstock,Wo2,0.45,4,0.3,0.025974026,37754,49,770.5,15694,320.2857143
Woodstock,Wo3,0.3,17.4,0.63,0.056586271,37754,49,770.5,15694,320.2857143
Woodstock,Wo4,0.272727273,2.4,0.93,0.084415584,37754,49,770.5,15694,320.2857143
Woodstock,Wo5,0.272727273,0.6,1.22,0.111317254,37754,49,770.5,15694,320.2857143
Woodstock,Wo6,0.227272727,1.2,1.51,0.138218924,37754,49,770.5,15694,320.2857143
Woodstock,Wo7,0.28,10.8,1.84,0.168831169,37754,49,770.5,15694,320.2857143
Woodstock,Wo8,0.333333333,0.6,2.16,0.19851577,37754,49,770.5,15694,320.2857143
Woodstock,Wo9,0.409090909,6.8,2.43,0.223562152,37754,49,770.5,15694,320.2857143
Woodstock,Wo10,0.272727273,14.6,2.7,0.248608534,37754,49,770.5,15694,320.2857143
Woodstock,Wo11,0.476190476,10,3.05,0.281076067,37754,49,770.5,15694,320.2857143
Woodstock,Wo12,0.409090909,5.8,3.36,0.309833024,37754,49,770.5,15694,320.2857143
Woodstock,Wo13,0.347826087,0.6,3.66,0.337662338,37754,49,770.5,15694,320.2857143
Woodstock,Wo14,0.611111111,9.2,3.95,0.364564007,37754,49,770.5,15694,320.2857143
Woodstock,Wo15,0.4,9.2,4.19,0.386827458,37754,49,770.5,15694,320.2857143
Woodstock,Wo16,0.307692308,15,4.43,0.409090909,37754,49,770.5,15694,320.2857143
Woodstock,Wo17,0.086956522,6.4,4.87,0.449907236,37754,49,770.5,15694,320.2857143
Woodstock,Wo18,0.555555556,2.6,5.52,0.510204082,37754,49,770.5,15694,320.2857143
Woodstock,Wo19,0.380952381,17,5.72,0.528756957,37754,49,770.5,15694,320.2857143
Woodstock,Wo20,0.142857143,4.2,6.16,0.569573284,37754,49,770.5,15694,320.2857143
Woodstock,Wo21,0.466666667,5,6.58,0.608534323,37754,49,770.5,15694,320.2857143
Woodstock,Wo22,0.375,9.8,6.88,0.636363636,37754,49,770.5,15694,320.2857143
Woodstock,Wo23,0.681818182,15.2,7.29,0.674397032,37754,49,770.5,15694,320.2857143
Woodstock,Wo24,0.5,17.8,7.59,0.702226345,37754,49,770.5,15694,320.2857143
Woodstock,Wo25,0.652173913,8,8.21,0.75974026,37754,49,770.5,15694,320.2857143
Woodstock,Wo26,0.260869565,6.4,8.76,0.810760668,37754,49,770.5,15694,320.2857143
Woodstock,Wo27,0.315789474,4.6,9.05,0.837662338,37754,49,770.5,15694,320.2857143
Woodstock,Wo28,0.318181818,8,9.79,0.906307978,37754,49,770.5,15694,320.2857143
Woodstock,Wo29,0.5,0,10.36,0.959183673,37754,49,770.5,15694,320.2857143
Woodstock,Wo30,0.238095238,2.6,10.8,1,37754,49,770.5,15694,320.2857143